"tac,""vendor"",""platform"",""type"""
"35778902,""Muller"",""Proprietary"",""Phone"""
"35778903,""Zikom"",""Proprietary"",""Phone"""
"35779000,""Dbtel"",""Proprietary"",""Phone"""
"35779001,""Simcom"",""Proprietary"",""Data card"""
"35779002,""Lenovo"",""Proprietary"",""Phone"""
"35779003,""GeePee"",""Proprietary"",""Phone"""
"35779100,""Darts"",""Proprietary"",""Phone"""
"35779101,""Simcom"",""Proprietary"",""Data card"""
"35779102,""Cayon"",""Proprietary"",""Phone"""
"35779103,""Kingtech"",""Proprietary"",""Phone"""
"35779200,""Sony Ericsson"",""Proprietary"",""Phone"""
"35779201,""Simcom"",""Proprietary"",""Network device"""
"35779202,""Gionee"",""Proprietary"",""Phone"""
"35779203,""MTEE"",""Proprietary"",""Phone"""
"35779300,""Sunaton"",""Proprietary"",""Phone"""
"35779301,""Simcom"",""Proprietary"",""Data card"""
"35779302,""Langjie"",""Proprietary"",""Phone"""
"35779303,""Ayphone"",""Proprietary"",""Phone"""
"35779400,""Telsda"",""Proprietary"",""Phone"""
"35779401,""Philips"",""Proprietary"",""Phone"""
"35779402,""Langjie"",""Proprietary"",""Phone"""
"35779403,""Alcatel"",""Proprietary"",""Phone"""
"35779500,""Telsda"",""Proprietary"",""Phone"""
"35779501,""Sagem"",""Proprietary"",""Phone"""
"35779502,""Qisda"",""Proprietary"",""Phone"""
"35779503,""Jinpeng"",""Proprietary"",""Phone"""
"35779600,""Telsda"",""Proprietary"",""Phone"""
"35779601,""Telit"",""Proprietary"",""Phone"""
"35779602,""Qisda"",""Proprietary"",""Phone"""
"35779603,""Kenxinda"",""Proprietary"",""Phone"""
"35779700,""Vtec"",""Proprietary"",""Phone"""
"35779701,""Eyang"",""Proprietary"",""Phone"""
"35779702,""Huawei"",""Proprietary"",""Phone"""
"35779703,""Samsung"",""Proprietary"",""Phone"""
"35779800,""CECT"",""Proprietary"",""Phone"""
"35779801,""Eyang"",""Proprietary"",""Phone"""
"35779802,""Quanta"",""Proprietary"",""Phone"""
"35779803,""Samsung"",""Proprietary"",""Phone"""
"35528203,""Motorola"",""Windows Mobile"",""Network device"""
"35529500,""Motorola"",""VRTXmc"",""Phone"""
"35529501,""Fujitsu"",""Proprietary"",""Phone"""
"35529502,""CGEIT"",""Proprietary"",""Phone"""
"35529503,""Elitek"",""Proprietary"",""Phone"""
"35529504,""Samsung"",""Proprietary"",""Phone"""
"35529600,""Motorola"",""VRTXmc"",""Phone"""
"35529601,""Sharp"",""Proprietary"",""Phone"""
"35529602,""CGEIT"",""Proprietary"",""Phone"""
"35529603,""Longsung"",""Proprietary"",""Phone"""
"35529604,""Samsung"",""Proprietary"",""Phone"""
"35529700,""Motorola"",""VRTXmc"",""Phone"""
"35529701,""Fujitsu"",""Proprietary"",""Phone"""
"35529702,""CGEIT"",""Proprietary"",""Phone"""
"35529703,""GHL"",""Proprietary"",""Phone"""
"35529704,""Samsung"",""Proprietary"",""Phone"""
"35529800,""Motorola"",""Proprietary"",""Phone"""
"35529801,""NEC"",""Proprietary"",""Phone"""
"35529802,""CGEIT"",""Proprietary"",""Phone"""
"35529803,""Samsung"",""Proprietary"",""Phone"""
"35529804,""LG"",""Proprietary"",""Phone"""
"35529900,""Motorola"",""Proprietary"",""Phone"""
"35529901,""Panasonic"",""Proprietary"",""Phone"""
"35529902,""Anlijia"",""Proprietary"",""Phone"""
"35529903,""Samsung"",""Android"",""SmartPhone"""
"35529904,""Samsung"",""Android"",""SmartPhone"""
"35530000,""Motorola"",""Proprietary"",""Phone"""
"35530001,""Panasonic"",""Proprietary"",""Phone"""
"35530002,""Anlijia"",""Proprietary"",""Phone"""
"35530003,""Samsung"",""Proprietary"",""Phone"""
"35530004,""Samsung"",""Proprietary"",""Phone"""
"35530100,""Philips"",""Proprietary"",""Phone"""
"35530101,""Gionee"",""Proprietary"",""Phone"""
"35530102,""3Gnet"",""Proprietary"",""Phone"""
"35530103,""Samsung"",""Proprietary"",""Phone"""
"35530104,""HTC"",""Android"",""SmartPhone"""
"35530200,""Philips"",""Proprietary"",""Phone"""
"35530201,""Holley"",""Proprietary"",""Phone"""
"35530202,""ZTE"",""Proprietary"",""USB modem"""
"35530203,""Samsung"",""Proprietary"",""Phone"""
"35530204,""HTC"",""Android"",""SmartPhone"""
"35530300,""Philips"",""Proprietary"",""Phone"""
"35530301,""Mobinnova"",""Proprietary"",""Phone"""
"35530302,""Toshiba"",""Windows Mobile"",""SmartPhone"""
"35530303,""CECT"",""Proprietary"",""Phone"""
"35530304,""Trident"",""Proprietary"",""Phone"""
"35530400,""Philips"",""Proprietary"",""Phone"""
"35530401,""Holley"",""Proprietary"",""Phone"""
"35530402,""HTC"",""Windows Mobile"",""SmartPhone"""
"35530403,""3Q"",""Proprietary"",""Phone"""
"35530404,""U-blox"",""Proprietary"",""Phone"""
"35530500,""Philips"",""Proprietary"",""Phone"""
"35530501,""Ezze"",""Proprietary"",""Phone"""
"35530502,""Cosun"",""Proprietary"",""Phone"""
"35530503,""Wentto"",""Proprietary"",""Phone"""
"35530504,""U-blox"",""Proprietary"",""Phone"""
"35530600,""Philips"",""Proprietary"",""Phone"""
"35530601,""Lenovo"",""Proprietary"",""Phone"""
"35530602,""Jinpeng"",""Proprietary"",""Phone"""
"35530603,""Titanium"",""Proprietary"",""Phone"""
"35551602,""Elitek"",""Proprietary"",""Phone"""
"35551603,""Ecopower"",""Proprietary"",""Phone"""
"35551604,""Gfive"",""Proprietary"",""Phone"""
"35551700,""Lenovo"",""Proprietary"",""Phone"""
"35551701,""Nokia"",""Symbian OS"",""Phone"""
"35551702,""Gionee"",""Proprietary"",""Phone"""
"35551703,""UCT"",""Proprietary"",""Phone"""
"35551704,""ZTC"",""Proprietary"",""Phone"""
"35551800,""Lenovo"",""Symbian OS"",""Phone"""
"35551801,""Nokia"",""Symbian OS"",""Phone"""
"35551802,""Sony Ericsson"",""Proprietary"",""Phone"""
"35551803,""Concord"",""Proprietary"",""Phone"""
"35551804,""Haier"",""Proprietary"",""Phone"""
"35551900,""Bird"",""Proprietary"",""Phone"""
"35551901,""Nokia"",""ISA"",""Phone"""
"35551902,""Qisda"",""Proprietary"",""Phone"""
"35551903,""Luxus"",""Proprietary"",""Phone"""
"35551904,""INQ"",""Proprietary"",""Phone"""
"35552000,""ETOP"",""Proprietary"",""Phone"""
"35552001,""Nokia"",""ISA"",""Phone"""
"35552002,""Sony Ericsson"",""Proprietary"",""Phone"""
"35552003,""Lenovo"",""Proprietary"",""Phone"""
"35552004,""LG"",""Proprietary"",""Phone"""
"35552100,""ETOP"",""Proprietary"",""Phone"""
"35552101,""Nokia"",""Symbian OS"",""Phone"""
"35552102,""Konka"",""Proprietary"",""Phone"""
"35552103,""Sincom"",""Proprietary"",""Phone"""
"35552104,""Tethin"",""Proprietary"",""Phone"""
"35552200,""ETOP"",""Proprietary"",""Phone"""
"35552201,""Nokia"",""ISA"",""Phone"""
"35552202,""Konka"",""Proprietary"",""Phone"""
"35552203,""Merzay"",""Proprietary"",""Phone"""
"35552204,""Tethin"",""Proprietary"",""Phone"""
"35552300,""D-Net"",""Proprietary"",""Phone"""
"35552301,""Nokia"",""ISA"",""Phone"""
"35552302,""Konka"",""Proprietary"",""Phone"""
"35552303,""Shengganglong"",""Proprietary"",""Phone"""
"35552304,""Gfive"",""Proprietary"",""Phone"""
"35552400,""D-Net"",""Proprietary"",""Phone"""
"35552401,""Nokia"",""Symbian OS"",""SmartPhone"""
"35552402,""Samsung"",""Proprietary"",""Phone"""
"35552403,""Shengganglong"",""Proprietary"",""Phone"""
"35552404,""Gfive"",""Proprietary"",""Phone"""
"35552500,""LG"",""Proprietary"",""Phone"""
"35552501,""Nokia"",""Symbian OS"",""SmartPhone"""
"35552502,""Samsung"",""Proprietary"",""Phone"""
"35552503,""Samsung"",""Proprietary"",""Phone"""
"35552504,""Gfive"",""Proprietary"",""Phone"""
"35552600,""Motorola"",""Proprietary"",""Phone"""
"35552601,""Nokia"",""Symbian OS"",""Phone"""
"35552602,""Basicom"",""Proprietary"",""Phone"""
"35552603,""Samsung"",""Proprietary"",""Phone"""
"35552604,""LG"",""Proprietary"",""Phone"""
"35552700,""Motorola"",""Proprietary"",""Phone"""
"35552701,""Nokia"",""ISA"",""Phone"""
"35552702,""Samsung"",""Proprietary"",""Phone"""
"35552703,""Inca"",""Proprietary"",""Phone"""
"35552704,""Samsung"",""Proprietary"",""Phone"""
"35552800,""Motorola"",""VRTXmc"",""Phone"""
"35552801,""Nokia"",""ISA"",""Phone"""
"35552802,""Longcheer"",""Proprietary"",""Phone"""
"35552803,""Samsung"",""Proprietary"",""Phone"""
"35552804,""Samsung"",""Proprietary"",""Phone"""
"35552900,""Motorola"",""VRTXmc"",""Phone"""
"35552901,""Nokia"",""Symbian OS"",""Phone"""
"35552902,""Wavecom"",""Proprietary"",""Phone"""
"35572100,""Newgen"",""Proprietary"",""Phone"""
"35572102,""Nokia"",""Symbian OS"",""Phone"""
"35572103,""I-Mobile"",""Proprietary"",""Phone"""
"35572104,""Samsung"",""Proprietary"",""Phone"""
"35572200,""Newgen"",""Proprietary"",""Phone"""
"35572201,""Wavecom"",""Proprietary"",""Network device"""
"35572202,""Nokia"",""ISA"",""Phone"""
"35572203,""Cal-Comp"",""Proprietary"",""Phone"""
"35572204,""Samsung"",""Proprietary"",""Phone"""
"35572300,""Samsung"",""Proprietary"",""Phone"""
"35572302,""Nokia"",""ISA"",""Phone"""
"35572303,""I-Mobile"",""Proprietary"",""Phone"""
"35572304,""Cove"",""Proprietary"",""Phone"""
"35572400,""CECT"",""Proprietary"",""Phone"""
"35572401,""Wavecom"",""Proprietary"",""USB modem"""
"35572402,""Nokia"",""ISA"",""Phone"""
"35572403,""Haier"",""Proprietary"",""Phone"""
"35572404,""Cove"",""Proprietary"",""Phone"""
"35572500,""CECT"",""Proprietary"",""Phone"""
"35572501,""TCL"",""Proprietary"",""Phone"""
"35572502,""Nokia"",""ISA"",""Phone"""
"35572503,""Huawei"",""Proprietary"",""Phone"""
"35572504,""Cove"",""Proprietary"",""Phone"""
"35572600,""VK Mobile"",""Proprietary"",""Phone"""
"35572601,""Sagem"",""Proprietary"",""Phone"""
"35572602,""Nokia"",""Symbian OS"",""Phone"""
"35572603,""Guowei"",""Proprietary"",""Phone"""
"35572604,""Nony"",""Proprietary"",""Phone"""
"35572700,""Psitek"",""Proprietary"",""Phone"""
"35572701,""Sagem"",""Proprietary"",""Phone"""
"35572702,""Nokia"",""ISA"",""Phone"""
"35572703,""Jphone"",""Proprietary"",""Phone"""
"35572704,""Huawei"",""Proprietary"",""Phone"""
"35572800,""D-Net"",""Proprietary"",""Phone"""
"35572801,""Sagem"",""Proprietary"",""Phone"""
"35572802,""Nokia"",""ISA"",""Phone"""
"35572803,""Jphone"",""Proprietary"",""Phone"""
"35572804,""Mingxin"",""Proprietary"",""Phone"""
"35572900,""D-Net"",""Proprietary"",""Phone"""
"35572901,""Sagem"",""Proprietary"",""Phone"""
"35572902,""Nokia"",""ISA"",""Phone"""
"35572903,""Jphone"",""Proprietary"",""Phone"""
"35572904,""Fly"",""Proprietary"",""Phone"""
"35573000,""CECT"",""Proprietary"",""Phone"""
"35573001,""Sagem"",""Proprietary"",""Phone"""
"35573002,""Nokia"",""ISA"",""Phone"""
"35573003,""Jphone"",""Proprietary"",""Phone"""
"35573004,""Iplus"",""Proprietary"",""Phone"""
"35573100,""Lesmo"",""Proprietary"",""Phone"""
"35573101,""Sagem"",""Proprietary"",""Phone"""
"35573102,""Nokia"",""ISA"",""Phone"""
"35573103,""ZTE"",""Proprietary"",""Phone"""
"35573104,""ZTC"",""Proprietary"",""Phone"""
"35573200,""Phonetech"",""Proprietary"",""Phone"""
"35573201,""Limetek"",""Proprietary"",""Phone"""
"35573202,""Nokia"",""ISA"",""Phone"""
"35573203,""ZTE"",""Proprietary"",""Phone"""
"35573204,""ZTC"",""Proprietary"",""Phone"""
"35573300,""Sendo"",""Proprietary"",""Phone"""
"35573301,""Samsung"",""Proprietary"",""Phone"""
"35573302,""Nokia"",""ISA"",""Phone"""
"35573303,""Hosin"",""Proprietary"",""Phone"""
"35573304,""LG"",""Proprietary"",""Phone"""
"35779900,""CECT"",""Proprietary"",""Phone"""
"35779901,""Samsung"",""Proprietary"",""Phone"""
"35779902,""Trident"",""Proprietary"",""Phone"""
"35779903,""Samsung"",""Proprietary"",""Phone"""
"35780000,""Samsung"",""Proprietary"",""Phone"""
"35780001,""Malata"",""Proprietary"",""Phone"""
"35780002,""Yidong"",""Proprietary"",""Phone"""
"35780003,""Samsung"",""Windows Mobile"",""SmartPhone"""
"35780100,""SED"",""Proprietary"",""Phone"""
"35780101,""Malata"",""Proprietary"",""Phone"""
"35780102,""Dxuan"",""Proprietary"",""Phone"""
"35780103,""Samsung"",""Proprietary"",""Phone"""
"35780200,""SED"",""Proprietary"",""Phone"""
"35780201,""Malata"",""Proprietary"",""Phone"""
"35780202,""Samsung"",""Proprietary"",""Phone"""
"35780203,""Samsung"",""Proprietary"",""Phone"""
"35780300,""SED"",""Proprietary"",""Phone"""
"35780301,""Malata"",""Proprietary"",""Phone"""
"35780302,""Samsung"",""Proprietary"",""Phone"""
"35780303,""Sony Ericsson"",""Windows Mobile"",""SmartPhone"""
"35780400,""TCL"",""Proprietary"",""Phone"""
"35780401,""Sony Ericsson"",""Proprietary"",""Phone"""
"35780402,""Samsung"",""Proprietary"",""Phone"""
"35780403,""Sony Ericsson"",""Windows Mobile"",""Phone"""
"35780500,""Amoi"",""Proprietary"",""Phone"""
"35780501,""Soyea"",""Proprietary"",""Phone"""
"35780502,""Samsung"",""Proprietary"",""Phone"""
"35780503,""Mach"",""Proprietary"",""Phone"""
"35780600,""Sierra"",""Proprietary"",""Data card"""
"35780601,""Tetraedre"",""Proprietary"",""Phone"""
"35780602,""Samsung"",""Proprietary"",""Phone"""
"35780603,""Mach"",""Proprietary"",""Phone"""
"35780700,""Sierra"",""Proprietary"",""Data card"""
"35780701,""Huawei"",""Proprietary"",""Phone"""
"35780702,""Samsung"",""Proprietary"",""Phone"""
"35780703,""Mach"",""Proprietary"",""Phone"""
"35780800,""Quanta"",""Proprietary"",""Phone"""
"35780801,""Jinpeng"",""Proprietary"",""Phone"""
"35780802,""Samsung"",""Proprietary"",""Phone"""
"35780803,""Mach"",""Proprietary"",""Phone"""
"35780900,""Darts"",""Proprietary"",""Phone"""
"35780901,""Jinpeng"",""Proprietary"",""Phone"""
"35780902,""Samsung"",""Proprietary"",""Phone"""
"35780903,""Mach"",""Proprietary"",""Phone"""
"35781000,""Okwap"",""Proprietary"",""Phone"""
"35781001,""Piranha"",""Proprietary"",""Phone"""
"35781002,""Samsung"",""Proprietary"",""Phone"""
"35781003,""Mobistel"",""Proprietary"",""Phone"""
"35781100,""Samsung"",""Proprietary"",""Phone"""
"35781101,""Vcall"",""Proprietary"",""Phone"""
"35781102,""Samsung"",""Proprietary"",""Phone"""
"35781103,""Vertice"",""Proprietary"",""Phone"""
"35781200,""Samsung"",""Proprietary"",""Phone"""
"35781201,""Sony Ericsson"",""Proprietary"",""Phone"""
"35781202,""Samsung"",""Proprietary"",""Phone"""
"35781203,""Ola"",""Proprietary"",""Phone"""
"35781300,""Samsung"",""Proprietary"",""Phone"""
"35781301,""Telit"",""Proprietary"",""Phone"""
"35781302,""Samsung"",""Proprietary"",""Phone"""
"35781303,""Micxon"",""Proprietary"",""Phone"""
"35781400,""TCL"",""Proprietary"",""Phone"""
"35530604,""U-blox"",""Proprietary"",""Phone"""
"35530700,""Philips"",""Proprietary"",""Phone"""
"35530701,""Gaotong"",""Proprietary"",""Phone"""
"35530702,""Samsung"",""Proprietary"",""Phone"""
"35530703,""Aktel"",""Proprietary"",""Phone"""
"35530704,""U-blox"",""Proprietary"",""Phone"""
"35530800,""Philips"",""Proprietary"",""Phone"""
"35530801,""Samsung"",""Proprietary"",""Phone"""
"35530802,""Samsung"",""Proprietary"",""Phone"""
"35530803,""Nktel"",""Proprietary"",""Phone"""
"35530804,""Promsvyaz"",""Proprietary"",""Phone"""
"35530900,""Haier"",""Proprietary"",""Phone"""
"35530901,""Samsung"",""Proprietary"",""Phone"""
"35530902,""Samsung"",""Proprietary"",""Phone"""
"35530903,""Erco"",""Proprietary"",""Phone"""
"35530904,""Samsung"",""Proprietary"",""Phone"""
"35531000,""Philips"",""Proprietary"",""Phone"""
"35531001,""Alcatel"",""Proprietary"",""Phone"""
"35531002,""Samsung"",""Proprietary"",""Phone"""
"35531003,""Sierra"",""Proprietary"",""Phone"""
"35531004,""Samsung"",""Android"",""SmartPhone"""
"35531100,""Siemens"",""Proprietary"",""Phone"""
"35531101,""LG"",""Proprietary"",""Phone"""
"35531102,""Samsung"",""Proprietary"",""Phone"""
"35531103,""Luxus"",""Proprietary"",""Phone"""
"35531104,""Samsung"",""Proprietary"",""Phone"""
"35531200,""Philips"",""Proprietary"",""Phone"""
"35531201,""Samsung"",""Proprietary"",""Phone"""
"35531202,""Hunan Electronic"",""Proprietary"",""Phone"""
"35531203,""Vertice"",""Proprietary"",""Phone"""
"35531204,""Samsung"",""Bada OS"",""SmartPhone"""
"35531300,""Philips"",""Proprietary"",""Phone"""
"35531301,""Mobilexp"",""Windows Mobile"",""Phone"""
"35531302,""Hunan Electronic"",""Proprietary"",""Phone"""
"35531303,""ELF"",""Proprietary"",""Phone"""
"35531304,""Samsung"",""Proprietary"",""Phone"""
"35531400,""Philips"",""Proprietary"",""Phone"""
"35531401,""Desay"",""Proprietary"",""Phone"""
"35531402,""Ericsson"",""Proprietary"",""Network device"""
"35531403,""Kingson"",""Proprietary"",""Phone"""
"35531404,""Samsung"",""Proprietary"",""Phone"""
"35531500,""Philips"",""Proprietary"",""Phone"""
"35531501,""Dbtel"",""Proprietary"",""Phone"""
"35531502,""Bluestar"",""Proprietary"",""Phone"""
"35531503,""Digimate"",""Proprietary"",""Phone"""
"35531504,""Samsung"",""Bada OS"",""SmartPhone"""
"35531600,""Cellon"",""Proprietary"",""Phone"""
"35531601,""Jinpeng"",""Proprietary"",""Phone"""
"35531602,""LC"",""Proprietary"",""Phone"""
"35531603,""Wentto"",""Proprietary"",""Phone"""
"35531604,""Samsung"",""Proprietary"",""Phone"""
"35531701,""Jinpeng"",""Proprietary"",""Phone"""
"35531702,""CGEIT"",""Proprietary"",""Phone"""
"35531703,""ZTE"",""Proprietary"",""Phone"""
"35531704,""Samsung"",""Proprietary"",""Phone"""
"35531800,""Philips"",""Proprietary"",""Phone"""
"35531801,""Jinpeng"",""Proprietary"",""Phone"""
"35531802,""Amoi"",""Proprietary"",""Phone"""
"35531803,""ZTE"",""Proprietary"",""Phone"""
"35531804,""Samsung"",""Proprietary"",""Phone"""
"35531900,""Philips"",""Proprietary"",""Phone"""
"35531901,""3Gnet"",""Proprietary"",""Phone"""
"35531902,""Amoi"",""Proprietary"",""Phone"""
"35531903,""Bdbal"",""Proprietary"",""Phone"""
"35531904,""HTC"",""Android"",""SmartPhone"""
"35532000,""Philips"",""Proprietary"",""Phone"""
"35552903,""Samsung"",""LiMo"",""Phone"""
"35552904,""ZTC"",""Proprietary"",""Phone"""
"35553000,""Motorola"",""VRTXmc"",""Phone"""
"35553001,""Nokia"",""Symbian OS"",""Phone"""
"35553002,""Huayu"",""Proprietary"",""Phone"""
"35553003,""Samsung"",""Proprietary"",""Phone"""
"35553004,""Samsung"",""Proprietary"",""Phone"""
"35553100,""Motorola"",""Proprietary"",""Phone"""
"35553101,""Nokia"",""Symbian OS"",""SmartPhone"""
"35553102,""Desay"",""Proprietary"",""Phone"""
"35553103,""Samsung"",""Proprietary"",""Phone"""
"35553104,""Samsung"",""Proprietary"",""Phone"""
"35553200,""Motorola"",""VRTXmc"",""Phone"""
"35553201,""Nokia"",""ISA"",""Phone"""
"35553202,""Sagem"",""Proprietary"",""Phone"""
"35553203,""Cexco"",""Proprietary"",""Phone"""
"35553204,""I-Mobile"",""Proprietary"",""Phone"""
"35553301,""Nokia"",""ISA"",""Phone"""
"35553302,""Netcom"",""Proprietary"",""Phone"""
"35553303,""Cexco"",""Proprietary"",""Phone"""
"35553304,""Jiayu"",""Proprietary"",""Phone"""
"35553400,""Motorola"",""Proprietary"",""Phone"""
"35553401,""Nokia"",""ISA"",""Phone"""
"35553402,""Netcom"",""Proprietary"",""Phone"""
"35553403,""Cexco"",""Proprietary"",""Phone"""
"35553404,""Netindex"",""Proprietary"",""Phone"""
"35553500,""Motorola"",""VRTXmc"",""Phone"""
"35553501,""Nokia"",""ISA"",""Phone"""
"35553502,""Inventec"",""Proprietary"",""Phone"""
"35553503,""Cexco"",""Proprietary"",""Phone"""
"35553504,""Fly"",""Proprietary"",""Phone"""
"35553600,""Motorola"",""Proprietary"",""Phone"""
"35553601,""Nokia"",""ISA"",""Phone"""
"35553602,""Netcom"",""Proprietary"",""Phone"""
"35553603,""Cexco"",""Proprietary"",""Phone"""
"35553604,""Fly"",""Proprietary"",""Phone"""
"35553700,""Motorola"",""Proprietary"",""Phone"""
"35553701,""Nokia"",""ISA"",""Phone"""
"35553702,""Netcom"",""Proprietary"",""Phone"""
"35553703,""Samsung"",""Proprietary"",""Phone"""
"35553704,""ZTE"",""Proprietary"",""USB modem"""
"35553800,""Arcoa"",""Proprietary"",""Phone"""
"35553801,""Nokia"",""ISA"",""Phone"""
"35553802,""Motorola"",""Proprietary"",""Phone"""
"35553803,""Master"",""Proprietary"",""Phone"""
"35553804,""ZTE"",""Proprietary"",""USB modem"""
"35553900,""Top Guo Wei"",""Proprietary"",""Phone"""
"35553901,""Nokia"",""ISA"",""Phone"""
"35553902,""Bird"",""Proprietary"",""Phone"""
"35553903,""Day"",""Proprietary"",""Phone"""
"35553904,""ZTE"",""Proprietary"",""Phone"""
"35554000,""MFA"",""Proprietary"",""Phone"""
"35554001,""Nokia"",""Symbian OS"",""Phone"""
"35554002,""Jinpeng"",""Proprietary"",""Phone"""
"35554003,""Logitel"",""Proprietary"",""Phone"""
"35554004,""Ericsson"",""Proprietary"",""Data card"""
"35554100,""Dbtel"",""Proprietary"",""Phone"""
"35554101,""Nokia"",""ISA"",""Phone"""
"35554102,""Jinpeng"",""Proprietary"",""Phone"""
"35554103,""MyPhone"",""Proprietary"",""Phone"""
"35554104,""Ericsson"",""Proprietary"",""Data card"""
"35554200,""Dbtel"",""Proprietary"",""Phone"""
"35554201,""Nokia"",""ISA"",""Phone"""
"35554202,""Jinpeng"",""Proprietary"",""Phone"""
"35554203,""Platinium"",""Proprietary"",""Phone"""
"35554204,""Ericsson"",""Proprietary"",""Data card"""
"35554300,""Cefra"",""Proprietary"",""Phone"""
"35554301,""Nokia"",""ISA"",""Phone"""
"35573401,""Alcatel"",""Proprietary"",""Phone"""
"35573402,""Nokia"",""ISA"",""Phone"""
"35573403,""Alfatel"",""Proprietary"",""Phone"""
"35573404,""Eiroga"",""Proprietary"",""Phone"""
"35573500,""Simcom"",""Proprietary"",""Network device"""
"35573501,""3Gnet"",""Proprietary"",""Phone"""
"35573502,""Nokia"",""ISA"",""Phone"""
"35573503,""Alfatel"",""Proprietary"",""Phone"""
"35573504,""ZTE"",""Proprietary"",""Phone"""
"35573600,""D-Net"",""Proprietary"",""Phone"""
"35573601,""G-Plus"",""Proprietary"",""Phone"""
"35573602,""Nokia"",""ISA"",""Phone"""
"35573603,""LG"",""Proprietary"",""Phone"""
"35573604,""ZTE"",""Proprietary"",""Phone"""
"35573700,""Dbtel"",""Proprietary"",""Phone"""
"35573701,""Malata"",""Proprietary"",""Phone"""
"35573702,""Nokia"",""ISA"",""Phone"""
"35573703,""LG"",""Proprietary"",""Phone"""
"35573704,""HTC"",""Proprietary"",""Phone"""
"35573800,""Jablotron"",""Proprietary"",""Phone"""
"35573801,""Malata"",""Proprietary"",""Phone"""
"35573802,""Nokia"",""ISA"",""Phone"""
"35573803,""LG"",""Proprietary"",""Phone"""
"35573804,""Gfive"",""Proprietary"",""Phone"""
"35573900,""Sagem"",""Proprietary"",""Phone"""
"35573901,""Malata"",""Proprietary"",""Phone"""
"35573902,""Nokia"",""Symbian OS"",""SmartPhone"""
"35573903,""LG"",""Proprietary"",""Phone"""
"35573904,""Gfive"",""Proprietary"",""Phone"""
"35574000,""Sagem"",""Proprietary"",""Phone"""
"35574001,""Malata"",""Proprietary"",""Phone"""
"35574002,""Nokia"",""Symbian OS"",""SmartPhone"""
"35574003,""Powerway"",""Proprietary"",""Phone"""
"35574004,""Gfive"",""Proprietary"",""Phone"""
"35574100,""Sagem"",""Proprietary"",""Phone"""
"35574101,""Eyang"",""Proprietary"",""Phone"""
"35574102,""Nokia"",""ISA"",""Phone"""
"35574103,""Powerway"",""Proprietary"",""Phone"""
"35574104,""Gfive"",""Proprietary"",""Phone"""
"35574200,""Sagem"",""Proprietary"",""Phone"""
"35574201,""Eyang"",""Proprietary"",""Phone"""
"35574202,""Nokia"",""ISA"",""Phone"""
"35574203,""Ora"",""Proprietary"",""Phone"""
"35574204,""Gfive"",""Proprietary"",""Phone"""
"35574300,""Sagem"",""Proprietary"",""Phone"""
"35574301,""Hewlett-Packard"",""Windows Mobile"",""SmartPhone"""
"35574302,""Nokia"",""ISA"",""Phone"""
"35574303,""Ora"",""Proprietary"",""Phone"""
"35574304,""LG"",""Proprietary"",""Phone"""
"35574400,""Sagem"",""Proprietary"",""Phone"""
"35574401,""Bird"",""Proprietary"",""Phone"""
"35574402,""Nokia"",""ISA"",""Phone"""
"35574403,""Dolia"",""Proprietary"",""Phone"""
"35574404,""LG"",""Proprietary"",""Phone"""
"35574500,""Sagem"",""Proprietary"",""Phone"""
"35574501,""Eyang"",""Proprietary"",""Phone"""
"35574502,""Nokia"",""ISA"",""Phone"""
"35574503,""Metom"",""Proprietary"",""Phone"""
"35574504,""HTC"",""Proprietary"",""Phone"""
"35574600,""Sagem"",""Proprietary"",""Phone"""
"35574601,""Eyang"",""Proprietary"",""Phone"""
"35574602,""Nokia"",""ISA"",""Phone"""
"35574603,""Movil"",""Proprietary"",""Phone"""
"35574604,""HTC"",""Android"",""SmartPhone"""
"35574701,""VK Mobile"",""Proprietary"",""Phone"""
"35574702,""Nokia"",""ISA"",""Phone"""
"35781401,""Widetel"",""Proprietary"",""Phone"""
"35781402,""Samsung"",""Proprietary"",""Phone"""
"35781403,""ZTE"",""Proprietary"",""USB modem"""
"35781500,""Gaotong"",""Proprietary"",""Phone"""
"35781501,""Sagem"",""Proprietary"",""Phone"""
"35781502,""IWSFE"",""Proprietary"",""Phone"""
"35781503,""Luxus"",""Proprietary"",""Phone"""
"35781600,""Samsung"",""Proprietary"",""Phone"""
"35781601,""CECT"",""Proprietary"",""Phone"""
"35781602,""IWSFE"",""Proprietary"",""Phone"""
"35781603,""Shengganglong"",""Proprietary"",""Phone"""
"35781700,""TCL"",""Proprietary"",""Phone"""
"35781701,""Samsung"",""Windows Mobile"",""Phone"""
"35781702,""JXD"",""Proprietary"",""Phone"""
"35781703,""Shengganglong"",""Proprietary"",""Phone"""
"35781800,""TCL"",""Proprietary"",""Phone"""
"35781801,""Bird"",""Proprietary"",""Phone"""
"35781802,""JXD"",""Proprietary"",""Phone"""
"35781803,""LG"",""Proprietary"",""Phone"""
"35781900,""TCL"",""Proprietary"",""Phone"""
"35781901,""Foxlink"",""Proprietary"",""Phone"""
"35781902,""JXD"",""Proprietary"",""Phone"""
"35781903,""Victor"",""Proprietary"",""Phone"""
"35782000,""TCL"",""Proprietary"",""Phone"""
"35782001,""Gaotong"",""Proprietary"",""Phone"""
"35782002,""Telit"",""Proprietary"",""Network device"""
"35782003,""Victor"",""Proprietary"",""Phone"""
"35782100,""CECT"",""Proprietary"",""Phone"""
"35782101,""Bird"",""Proprietary"",""Phone"""
